id,sanskrit,translation,explanation,source,created_at
2e3e78c4-a495-4bde-beaa-40dbbbcf2ff2,यः सर्वत्रानभिस्नेहस्तत्तत्प्राप्य शुभाशुभम्। नाभिनन्दति न द्वेष्टि तस्य प्रज्ञा प्रतिष्ठिता।,"One who is not attached to anything, who neither rejoices upon achieving something good nor laments upon obtaining something bad, is firmly fixed in perfect knowledge.",Perfect knowledge comes from non-attachment,Bhagavad Gita 2.57,2025-04-10 22:30:00.000000+00
eceed69b-1327-427e-9ab7-d0e55c42fce4,यदा संहरते चायं कूर्मोऽङ्गानीव सर्वशः। इन्द्रियाणीन्द्रियार्थेभ्यस्तस्य प्रज्ञा प्रतिष्ठिता।,"When one withdraws his senses from the sense objects, as a tortoise withdraws its limbs into its shell, his intelligence becomes steady.",Withdrawing senses leads to steady intelligence,Bhagavad Gita 2.58,2025-04-10 22:30:00.000000+00
5dfa59e6-09e9-4a58-9650-e4bf0a2567ae,विषया विनिवर्तन्ते निराहारस्य देहिनः। रसवर्जं रसोऽप्यस्य परं दृष्ट्वा निवर्तते।,"The embodied soul may be restricted from sense enjoyment, though the taste for sense objects remains. But, experiencing a higher taste, he is fixed in consciousness.",Higher taste leads to steady consciousness,Bhagavad Gita 2.59,2025-04-10 22:30:00.000000+00
03bda646-1af5-47af-9694-065ce082f6fe,यततो ह्यपि कौन्तेय पुरुषस्य विपश्चितः। इन्द्रियाणि प्रमाथीनि हरन्ति प्रसभं मनः।,"The senses are so strong and impetuous, O Arjuna, that they forcibly carry away the mind even of a man of discrimination who is endeavoring to control them.",The senses can overpower even the wise,Bhagavad Gita 2.60,2025-04-10 22:30:00.000000+00
6ba9fbb9-8689-453f-9f7c-d44202b445b9,तानि सर्वाणि संयम्य युक्त आसीत मत्परः। वशे हि यस्येन्द्रियाणि तस्य प्रज्ञा प्रतिष्ठिता।,"One who restrains his senses, keeping them under full control, and fixes his consciousness upon Me, is known as a man of steady intelligence.",Controlling senses and fixing consciousness on the divine,Bhagavad Gita 2.61,2025-04-10 22:30:00.000000+00
0275a034-3d67-4f96-89fa-a3ad6fb262b1,सङ्गात्सञ्जायते कामः कामात्क्रोधोऽभिजायते। क्रोधाद्भवति सम्मोहः सम्मोहात्स्मृतिविभ्रमः।,"From attachment, desire develops; from desire, anger arises. From anger, delusion follows; from delusion, bewilderment of memory. When memory is bewildered, intelligence is lost; and when intelligence is lost, one falls down again into the material pool.",The chain of attachment leading to downfall,Bhagavad Gita 2.62-63,2025-04-10 22:30:00.000000+00
24520172-ab91-460b-aa74-b252841a8d3e,रागद्वेषवियुक्तैस्तु विषयानिन्द्रियैश्चरन्। आत्मवश्यैर्विधेयात्मा प्रसादमधिगच्छति।,"One who can control his senses by practicing the regulative principles of freedom from desires, anger and fear, can alone become a saintly person and thus be able to control his mind.",Self-control leads to peace,Bhagavad Gita 2.64,2025-04-10 22:30:00.000000+00
efcb4dbd-2478-4b39-85bc-8cf902f2a082,प्रसादे सर्वदुःखानां हानिरस्योपजायते। प्रसन्नचेतसो ह्याशु बुद्धिः पर्यवतिष्ठते।,"For one who is so situated in the Divine consciousness, the threefold miseries of material existence exist no longer; in such a happy state, one's intelligence soon becomes steady.",Divine consciousness eliminates all miseries,Bhagavad Gita 2.65,2025-04-10 22:30:00.000000+00
bca926e9-d528-4576-b238-8d90436bbc15,नास्ति बुद्धिरयुक्तस्य न चायुक्तस्य भावना। न चाभावयतः शान्तिरशान्तस्य कुतः सुखम्।,"One who is not connected with the Supreme can have neither transcendental intelligence nor a steady mind, without which there is no possibility of peace. And how can there be any happiness without peace?",Peace is essential for happiness,Bhagavad Gita 2.66,2025-04-10 22:30:00.000000+00
c47f2e91-6cc3-462c-9e9f-04e8e6bcde15,इन्द्रियाणां हि चरतां यन्मनोऽनुविधीयते। तदस्य हरति प्रज्ञां वायुर्नावमिवाम्भसि।,"As a boat on the water is swept away by a strong wind, even one of the senses on which the mind focuses can carry away a man's intelligence.",The mind attached to senses loses discrimination,Bhagavad Gita 2.67,2025-04-10 22:30:00.000000+00
27df5bad-635e-4873-bd11-e9ed5ca306c9,तस्माद्यस्य महाबाहो निगृहीतानि सर्वशः। इन्द्रियाणीन्द्रियार्थेभ्यस्तस्य प्रज्ञा प्रतिष्ठिता।,"Therefore, O mighty-armed, one whose senses are completely restrained from their objects is certainly of steady intelligence.",Complete sense control leads to steady intelligence,Bhagavad Gita 2.68,2025-04-10 22:30:00.000000+00
1f57ccb6-3331-4ddd-aff9-895907b75d7d,या निशा सर्वभूतानां तस्यां जागर्ति संयमी। यस्यां जागर्ति भूतानि सा निशा पश्यतो मुनेः।,"What is night for all beings is the time of awakening for the self-controlled; and the time of awakening for all beings is night for the introspective sage.",The wise are awake when others sleep,Bhagavad Gita 2.69,2025-04-10 22:30:00.000000+00
09d80850-4096-4c6b-9635-00b073ab3895,आपूर्यमाणमचलप्रतिष्ठं समुद्रमापः प्रविशन्ति यद्वत्। तद्वत्कामा यं प्रविशन्ति सर्वे स शान्तिमाप्नोति न कामकामी।,"A person who is not disturbed by the incessant flow of desires—that enter like rivers into the ocean, which is ever being filled but is always still—can alone achieve peace, and not the person who strives to satisfy such desires.",The ocean remains calm despite rivers flowing into it,Bhagavad Gita 2.70,2025-04-10 22:30:00.000000+00
36f8e081-29bb-4045-bdc0-dc9676f8b50d,विहाय कामान्यः सर्वान्पुमांश्चरति निःस्पृहः। निर्ममो निरहङ्कारः स शान्तिमधिगच्छति।,"A person who has given up all desires for sense gratification, who lives free from desires, who has given up all sense of proprietorship and is devoid of false ego—he alone can attain real peace.",Freedom from desires leads to peace,Bhagavad Gita 2.71,2025-04-10 22:30:00.000000+00
8466aee2-6ec4-4286-a88b-2cfdc71694de,एषा ब्राह्मी स्थितिः पार्थ नैनां प्राप्य विमुह्यति। स्थित्वाऽस्यामन्तकालेऽपि ब्रह्मनिर्वाणमृच्छति।,"That is the way of the spiritual and godly life, after attaining which a man is not bewildered. If one is thus situated even at the hour of death, one can enter into the kingdom of God.",The path of spiritual life leads to liberation,Bhagavad Gita 2.72,2025-04-10 22:30:00.000000+00
b153edf4-aa5a-4675-b9d5-353dc6277d9f,सन्न्यासस्य महाबाहो तत्त्वमिच्छामि वेदितुम्। त्यागस्य च हृषीकेश पृथक्केशिनिषूदन।,"Arjuna said: O mighty-armed one, I wish to understand the purpose of renunciation and the purpose of renounced order of life, and the difference between them.",Arjuna asks about renunciation,Bhagavad Gita 5.1,2025-04-10 22:30:00.000000+00
6341065b-4f5c-40ff-976f-ee988a08e085,श्रीभगवानुवाच। सन्न्यासः कर्मयोगश्च निःश्रेयसकरावुभौ। तयोस्तु कर्मसन्न्यासात्कर्मयोगो विशिष्यते।,"The Blessed Lord said: The renunciation of work and work in devotion are both good for liberation. But, of the two, work in devotional service is better than renunciation of work.",Work in devotion is superior to renunciation,Bhagavad Gita 5.2,2025-04-10 22:30:00.000000+00
8b6c28b6-692f-492b-9b2c-7d975a383168,ज्ञेयः स नित्यसन्न्यासी यो न द्वेष्टि न काङ्क्षति। निर्द्वन्द्वो हि महाबाहो सुखं बन्धात्प्रमुच्यते।,"One who neither hates nor desires the fruits of his activities is known to be always renounced. Such a person, free from all dualities, easily overcomes material bondage and is completely liberated, O mighty-armed Arjuna.",Renunciation means freedom from attachment and aversion,Bhagavad Gita 5.3,2025-04-10 22:30:00.000000+00
5a7cd09e-0be8-4d11-8fa5-e8a607b524e5,साङ्ख्ययोगौ पृथग्बालाः प्रवदन्ति न पण्डिताः। एकमप्यास्थितः सम्यगुभयोर्विन्दते फलम्।,"Only the ignorant speak of devotional service as being different from the analytical study of the material world. Those who are actually learned say that he who applies himself well to one of these paths achieves the results of both.",The wise see unity in different paths,Bhagavad Gita 5.4,2025-04-10 22:30:00.000000+00
5284f9eb-3d3e-42e2-aab8-b6284beee64e,यत्साङ्ख्यैः प्राप्यते स्थानं तद्योगैरपि गम्यते। एकं साङ्ख्यं च योगं च यः पश्यति स पश्यति।,"One who knows that the position reached by means of analytical study can also be attained by devotional service, and who therefore sees analytical study and devotional service to be on the same level, sees things as they are.",Both paths lead to the same goal,Bhagavad Gita 5.5,2025-04-10 22:30:00.000000+00
acea1958-0d6b-4622-ba4b-81cd302be669,सन्न्यासस्तु महाबाहो दुःखमाप्तुमयोगतः। योगयुक्तो मुनिर्ब्रह्म नचिरेणाधिगच्छति।,"Merely renouncing all activities yet not engaging in the service of the Lord will not lead to liberation. But one who engages in devotional service, without expectation of profit, can achieve the Supreme.",Devotional service is essential for liberation,Bhagavad Gita 5.6,2025-04-10 22:30:00.000000+00
3c9a8aef-21f7-4af4-b5eb-106482498a11,योगयुक्तो विशुद्धात्मा विजितात्मा जितेन्द्रियः। सर्वभूतात्मभूतात्मा कुर्वन्नपि न लिप्यते।,"One who works in devotion, who is a pure soul, and who controls his mind and senses, is dear to everyone, and everyone is dear to him. Though always working, such a man is never entangled.",A devotee works without entanglement,Bhagavad Gita 5.7,2025-04-10 22:30:00.000000+00
b33bd59f-4933-4a6f-8551-ff924ea1461b,नैव किञ्चित्करोमीति युक्तो मन्येत तत्त्ववित्। पश्यञ्शृण्वन्स्पृशञ्जिघ्रन्नश्नन्गच्छन्स्वपञ्श्वसन्।,"A person in the divine consciousness, although engaged in seeing, hearing, touching, smelling, eating, moving about, sleeping and breathing, always knows within himself that he actually does nothing at all.",The self-realized person acts without attachment,Bhagavad Gita 5.8,2025-04-10 22:30:00.000000+00
af29e60f-e5e6-453a-bd02-f980545343db,प्रलपन्विषजन्दृष्ट्वा मोक्षयन्निन्द्रियाणि च। वायुं भ्रमयतामिव न किञ्चित्करोति सः।,"Because he knows that only the material senses are engaged with the objects of the senses, and he is aloof from such engagement, he is not bound by the reactions of sense activities.",Detachment from sense activities brings freedom,Bhagavad Gita 5.9,2025-04-10 22:30:00.000000+00
cc45db00-f0d1-4617-93cc-a887037673eb,ब्रह्मण्याधाय कर्माणि सङ्गं त्यक्त्वा करोति यः। लिप्यते न स पापेन पद्मपत्रमिवाम्भसा।,"One who performs his duty without attachment, surrendering the results unto the Supreme Lord, is unaffected by sinful action, as the lotus leaf is untouched by water.",Working without attachment is like a lotus in water,Bhagavad Gita 5.10,2025-04-10 22:30:00.000000+00
988ff98f-3749-4814-955b-254f87a2f8e5,कायेन मनसा बुद्ध्या केवलैरिन्द्रियैरपि। योगिनः कर्म कुर्वन्ति सङ्गं त्यक्त्वाऽऽत्मशुद्धये।,"The yogis, abandoning attachment, act with body, mind, intelligence and even with the senses, only for the purpose of purification.",Yogis act only for self-purification,Bhagavad Gita 5.11,2025-04-10 22:30:00.000000+00
95b0fa84-2a0a-4beb-a6d2-6bde4c62c192,युक्तः कर्मफलं त्यक्त्वा शान्तिमाप्नोति नैष्ठिकीम्। अयुक्तः कामकारेण फले सक्तो निबध्यते।,"The steadily devoted soul attains unadulterated peace because he offers the result of all activities to Me; whereas a person who is not in union with the Divine, who is greedy for the fruits of his labor, becomes entangled.",Offering results to the divine brings peace,Bhagavad Gita 5.12,2025-04-10 22:30:00.000000+00
668da5ef-9b9d-4c2d-bf87-21a8dd2e0f0a,सर्वकर्माणि मनसा सन्न्यस्यास्ते सुखं वशी। नवद्वारे पुरे देही नैव कुर्वन्न कारयन्।,"When the embodied living being controls his nature and mentally renounces all actions, he resides happily in the city of nine gates, neither working nor causing work to be done.",The self-controlled person lives in peace,Bhagavad Gita 5.13,2025-04-10 22:30:00.000000+00
60e06fcf-f905-42ee-92a3-46afd22adf42,न कर्तृत्वं न कर्माणि लोकस्य सृजति प्रभुः। न कर्मफलसंयोगं स्वभावस्तु प्रवर्तते।,"The embodied spirit, master of the city of his body, does not create activities, nor does he induce people to act, nor does he create the fruits of action. All this is enacted by the modes of material nature.",The soul does not act; nature acts,Bhagavad Gita 5.14,2025-04-10 22:30:00.000000+00
17f906a6-5ab5-4cfa-bfe2-7daa1323eaa5,नादत्ते कस्यचित्पापं न चैव सुकृतं विभुः। अज्ञानेनावृतं ज्ञानं तेन मुह्यन्ति जन्तवः।,"Nor does the Supreme Spirit assume anyone's sinful or pious activities. Embodied beings, however, are bewildered because of the ignorance which covers their real knowledge.",The Supreme is unaffected by actions,Bhagavad Gita 5.15,2025-04-10 22:30:00.000000+00
3cc301ad-9dcf-4f73-8fe7-4a292d16ffee,ज्ञानेन तु तज्ज्ञानं येषां नाशितमात्मनः। तेषामादित्यवज्ज्ञानं प्रकाशयति तत्परम्।,"When, however, one is enlightened with the knowledge by which nescience is destroyed, then his knowledge reveals everything, as the sun lights up everything in the daytime.",Knowledge destroys ignorance like the sun,Bhagavad Gita 5.16,2025-04-10 22:30:00.000000+00
d790dc2c-f3e0-43b5-a6db-de93629af199,तद्बुद्धयस्तदात्मानस्तन्निष्ठास्तत्परायणाः। गच्छन्त्यपुनरावृत्तिं ज्ञाननिर्धूतकल्मषाः।,"When one's intelligence, mind, faith and refuge are all fixed in the Supreme, then one becomes fully cleansed of misgivings through complete knowledge and thus proceeds straight on the path of liberation.",Complete knowledge leads to liberation,Bhagavad Gita 5.17,2025-04-10 22:30:00.000000+00
b2821bc4-59b3-42fa-9b5f-aa50e3f42750,विद्याविनयसम्पन्ने ब्राह्मणे गवि हस्तिनि। शुनि चैव श्वपाके च पण्डिताः समदर्शिनः।,"The humble sages, by virtue of true knowledge, see with equal vision a learned and gentle brahmana, a cow, an elephant, a dog and a dog-eater.",The wise see all beings equally,Bhagavad Gita 5.18,2025-04-10 22:30:00.000000+00
ffe92e5e-9d4c-4585-b333-d92a77cd827b,इहैव तैर्जितः सर्गो येषां साम्ये स्थितं मनः। निर्दोषं हि समं ब्रह्म तस्माद्ब्रह्मणि ते स्थिताः।,"Those whose minds are established in sameness and equanimity have already conquered the conditions of birth and death. They are flawless like Brahman, and thus they are already situated in Brahman.",Equanimity leads to Brahman realization,Bhagavad Gita 5.19,2025-04-10 22:30:00.000000+00
aab67bb9-8401-45d5-afa7-adf712237db2,न प्रहृष्येत्प्रियं प्राप्य नोद्विजेत्प्राप्य चाप्रियम्। स्थिरबुद्धिरसम्मूढो ब्रह्मविद्ब्रह्मणि स्थितः।,"A person who neither rejoices upon achieving something pleasant nor laments upon obtaining something unpleasant, who is self-intelligent, who is unbewildered, and who knows the science of God, is already situated in transcendence.",The self-realized remain steady in all situations,Bhagavad Gita 5.20,2025-04-10 22:30:00.000000+00
dd9f4da5-bd27-43d4-90db-30d4ee3e0482,बाह्यस्पर्शेष्वसक्तात्मा विन्दत्यात्मनि यत्सुखम्। स ब्रह्मयोगयुक्तात्मा सुखमक्षयमश्नुते।,"Such a liberated person is not attracted to material sense pleasure but is always in trance, enjoying the pleasure within. In this way the self-realized person enjoys unlimited happiness, for he concentrates on the Supreme.",The liberated enjoy eternal happiness,Bhagavad Gita 5.21,2025-04-10 22:30:00.000000+00
779fe26a-3643-4bff-8e1f-8a1c87d8606d,ये हि संस्पर्शजा भोगा दुःखयोनय एव ते। आद्यन्तवन्तः कौन्तेय न तेषु रमते बुधः।,"An intelligent person does not take part in the sources of misery, which are due to contact with the material senses. O son of Kunti, such pleasures have a beginning and an end, and so the wise person does not delight in them.",Material pleasures are temporary and lead to misery,Bhagavad Gita 5.22,2025-04-10 22:30:00.000000+00
04197fe9-455f-46a8-b09a-350e6ee3a264,शक्नोतीहैव यः सोढुं प्राक्शरीरविमोक्षणात्। कामक्रोधोद्भवं वेगं स युक्तः स सुखी नरः।,"Before giving up this present body, if one is able to tolerate the urges of the material senses and check the force of desire and anger, he is well situated and is happy in this world.",Controlling desires and anger brings happiness,Bhagavad Gita 5.23,2025-04-10 22:30:00.000000+00
f0314f66-795b-4c3e-938d-332104a97d04,योऽन्तःसुखोऽन्तरारामस्तथान्तर्ज्योतिरेव यः। स योगी ब्रह्मनिर्वाणं ब्रह्मभूतोऽधिगच्छति।,"One whose happiness is within, who is active and rejoices within, and whose aim is inward is actually the perfect mystic. He is liberated in the Supreme, and ultimately he attains the Supreme.",The perfect yogi finds happiness within,Bhagavad Gita 5.24,2025-04-10 22:30:00.000000+00
85a02737-9028-4b43-87cb-f754b1f08a05,लभन्ते ब्रह्मनिर्वाणमृषयः क्षीणकल्मषाः। छिन्नद्वैधा यतात्मानः सर्वभूतहिते रताः।,"Those who are beyond the dualities that arise from doubts, whose minds are engaged within, who are always busy working for the welfare of all living beings, and who are free from all sins, achieve liberation in the Supreme.",Working for others' welfare leads to liberation,Bhagavad Gita 5.25,2025-04-10 22:30:00.000000+00
864e4a50-e827-4d85-996b-60eaf8ea1225,कामक्रोधवियुक्तानां यतीनां यतचेतसाम्। अभितो ब्रह्मनिर्वाणं वर्तते विदितात्मनाम्।,"Those who are free from anger and all material desires, who are self-realized, self-disciplined and constantly endeavoring for perfection, are assured of liberation in the Supreme in the very near future.",Freedom from anger and desire leads to liberation,Bhagavad Gita 5.26,2025-04-10 22:30:00.000000+00
cd4f9a75-ab49-4e75-b799-dd452b40923d,स्पर्शान्कृत्वा बहिर्बाह्यांश्चक्षुश्चैवान्तरे भ्रुवोः। प्राणापानौ समौ कृत्वा नासाभ्यन्तरचारिणौ।,"Shutting out all external sense objects, keeping the eyes and vision concentrated between the two eyebrows, suspending the inward and outward breaths within the nostrils, and thus controlling the mind, senses and intelligence, the transcendentalist becomes free from desire, fear and anger. One who is always in this state is certainly liberated.",Meditation technique for liberation,Bhagavad Gita 5.27-28,2025-04-10 22:30:00.000000+00
70a64eb5-3cf9-4c60-ad41-9c2297660377,मां च योऽव्यभिचारेण भक्तियोगेन सेवते। स गुणान्समतीत्यैतान्ब्रह्मभूयाय कल्पते।,"A person who accepts the path of devotional service is not bereft of the results derived from studying the Vedas, performing sacrifices, undergoing austerities, giving charity or pursuing philosophical and fruitive activities. Simply by performing devotional service, he attains all these, and at the end he reaches the supreme eternal abode.",Devotional service encompasses all paths,Bhagavad Gita 5.29,2025-04-10 22:30:00.000000+00
050cd985-346c-4f7b-826b-c2d4a12a5a63,मय्यासक्तमनाः पार्थ योगं युञ्जन्मदाश्रयः। असंशयं समग्रं मां यथा ज्ञास्यसि तच्छृणु।,"Now hear, O son of Pritha, how by practicing yoga in full consciousness of Me, with mind attached to Me, you can know Me in full, free from doubt.",Krishna promises to reveal Himself completely,Bhagavad Gita 7.1,2025-04-10 22:30:00.000000+00
2fa726a4-9641-492d-98f3-586d14abad25,ज्ञानं तेऽहं सविज्ञानमिदं वक्ष्याम्यशेषतः। यज्ज्ञात्वा नेह भूयोऽन्यज्ज्ञातव्यमवशिष्यते।,"I shall now declare unto you in full this knowledge, both phenomenal and spiritual. This being known, nothing further shall remain for you to know.",Complete knowledge will be revealed,Bhagavad Gita 7.2,2025-04-10 22:30:00.000000+00
7ccee481-f4fe-4fbd-b111-badb385d7d8e,मनुष्याणां सहस्रेषु कश्चिद्यतति सिद्धये। यततामपि सिद्धानां कश्चिन्मां वेत्ति तत्त्वतः।,"Out of many thousands among men, one may endeavor for perfection, and of those who have achieved perfection, hardly one knows Me in truth.",Very few know the Supreme truth,Bhagavad Gita 7.3,2025-04-10 22:30:00.000000+00
eb2ac156-14a6-40e0-a423-00ad1d5a3ebe,भूमिरापोऽनलो वायुः खं मनो बुद्धिरेव च। अहङ्कार इतीयं मे भिन्ना प्रकृतिरष्टधा।,"Earth, water, fire, air, ether, mind, intelligence and false ego—all together these eight constitute My separated material energies.",The eight material energies,Bhagavad Gita 7.4,2025-04-10 22:30:00.000000+00
ff848a84-210e-406d-b8da-5a5350879911,अपरेयमितस्त्वन्यां प्रकृतिं विद्धि मे पराम्। जीवभूतां महाबाहो ययेदं धार्यते जगत्।,"Besides these, O mighty-armed Arjuna, there is another, superior energy of Mine, which comprises the living entities who are exploiting the resources of this material, inferior nature.",The superior spiritual energy,Bhagavad Gita 7.5,2025-04-10 22:30:00.000000+00
6ef13381-a639-4ea3-a8b0-7459d77b4bf1,एतद्योनीनि भूतानि सर्वाणीत्युपधारय। अहं कृत्स्नस्य जगतः प्रभवः प्रलयस्तथा।,"All created beings have their source in these two natures. Of all that is material and all that is spiritual in this world, know for certain that I am both the origin and the dissolution.",The Supreme is the source and dissolution of all,Bhagavad Gita 7.6,2025-04-10 22:30:00.000000+00
461f8a85-6385-4777-a2a8-9544c4bdd250,मत्तः परतरं नान्यत्किञ्चिदस्ति धनञ्जय। मयि सर्वमिदं प्रोतं सूत्रे मणिगणा इव।,"O conqueror of wealth, there is no truth superior to Me. Everything rests upon Me, as pearls are strung on a thread.",Everything is connected to the Supreme like pearls on a thread,Bhagavad Gita 7.7,2025-04-10 22:30:00.000000+00
50458903-18be-4037-beef-9c49faab6fa6,रसोऽहमप्सु कौन्तेय प्रभास्मि शशिसूर्ययोः। प्रणवः सर्ववेदेषु शब्दः खे पौरुषं नृषु।,"O son of Kunti, I am the taste of water, the light of the sun and the moon, the syllable Om in the Vedic mantras; I am the sound in ether and ability in man.",The Supreme manifests in various forms,Bhagavad Gita 7.8,2025-04-10 22:30:00.000000+00
a97bd059-3695-4edb-b66e-5af1dd96b75b,पुण्यो गन्धः पृथिव्यां च तेजश्चास्मि विभावसौ। जीवनं सर्वभूतेषु तपश्चास्मि तपस्विषु।,"I am the original fragrance of the earth, and I am the heat in fire. I am the life of all that lives, and I am the penances of all ascetics.",The Supreme is present in all things,Bhagavad Gita 7.9,2025-04-10 22:30:00.000000+00
2d1ed6a8-7855-4c5a-9b86-1258d69fdcaa,बीजं मां सर्वभूतानां विद्धि पार्थ सनातनम्। बुद्धिर्बुद्धिमतामस्मि तेजस्तेजस्विनामहम्।,"O son of Pritha, know that I am the original seed of all existences, the intelligence of the intelligent, and the prowess of all powerful men.",The Supreme is the source of all intelligence and power,Bhagavad Gita 7.10,2025-04-10 22:30:00.000000+00
3dfdbdfe-b386-4f54-9fde-20b9cf0e2c43,बलं बलवतां चाहं कामरागविवर्जितम्। धर्माविरुद्धो भूतेषु कामोऽस्मि भरतर्षभ।,"I am the strength of the strong, devoid of passion and desire. I am sex life which is not contrary to religious principles, O lord of the Bharatas.",The Supreme is strength without attachment,Bhagavad Gita 7.11,2025-04-10 22:30:00.000000+00
5d74becf-31eb-4111-b8f9-73860a048a4a,ये चैव सात्त्विका भावा राजसास्तामसाश्च ये। मत्त एवेति तान्विद्धि न त्वहं तेषु ते मयि।,"All states of being—be they of goodness, passion or ignorance—are manifested by My energy. I am, in one sense, everything, but I am independent. I am not under the modes of material nature, for they, on the contrary, are within Me.",The Supreme is beyond material modes,Bhagavad Gita 7.12,2025-04-10 22:30:00.000000+00
cf90b4e5-5b93-4ba3-b76d-0f06663a2a66,त्रिभिर्गुणमयैर्भावैरेभिः सर्वमिदं जगत्। मोहितं नाभिजानाति मामेभ्यः परमव्ययम्।,"Deluded by the three modes, the whole world does not know Me, who am above the modes and inexhaustible.",The world is deluded by material modes,Bhagavad Gita 7.13,2025-04-10 22:30:00.000000+00
b3931db0-e831-4502-8dea-31702706222c,दैवी ह्येषा गुणमयी मम माया दुरत्यया। मामेव ये प्रपद्यन्ते मायामेतां तरन्ति ते।,"This divine energy of Mine, consisting of the three modes of material nature, is difficult to overcome. But those who have surrendered unto Me can easily cross beyond it.",Surrender to the divine overcomes material nature,Bhagavad Gita 7.14,2025-04-10 22:30:00.000000+00
2c5997fd-58ea-417b-918d-497cce6d54d9,न मां दुष्कृतिनो मूढाः प्रपद्यन्ते नराधमाः। माययापहृतज्ञाना आसुरं भावमाश्रिताः।,"Those miscreants who are grossly foolish, who are lowest among mankind, whose knowledge is stolen by illusion, and who partake of the atheistic nature of demons do not surrender unto Me.",The deluded do not surrender to the divine,Bhagavad Gita 7.15,2025-04-10 22:30:00.000000+00
27e259a0-bd79-4723-ba73-adf9832dbc6e,चतुर्विधा भजन्ते मां जनाः सुकृतिनोऽर्जुन। आर्तो जिज्ञासुरर्थार्थी ज्ञानी च भरतर्षभ।,"O best among the Bharatas, four kinds of pious men begin to render devotional service unto Me—the distressed, the desirer of wealth, the inquisitive, and he who is searching for knowledge of the Absolute.",Four types of people approach the divine,Bhagavad Gita 7.16,2025-04-10 22:30:00.000000+00
659747bb-f711-4ee8-b795-7eb267f1a3ab,तेषां ज्ञानी नित्ययुक्त एकभक्तिर्विशिष्यते। प्रियो हि ज्ञानिनोऽत्यर्थमहं स च मम प्रियः।,"Of these, the one who is in full knowledge and who is always engaged in pure devotional service is the best. For I am very dear to him, and he is very dear to Me.",The wise devotee is most dear to the Supreme,Bhagavad Gita 7.17,2025-04-10 22:30:00.000000+00
2703b72c-1412-4b35-8717-bac6f56d4478,उदाराः सर्व एवैते ज्ञानी त्वात्मैव मे मतम्। आस्थितः स हि युक्तात्मा मामेवानुत्तमां गतिम्।,"All these devotees are undoubtedly magnanimous souls, but he who is situated in knowledge of Me I consider to be just like My own self. Being engaged in My transcendental service, he is sure to attain Me, the highest and most perfect goal.",The wise devotee attains the highest goal,Bhagavad Gita 7.18,2025-04-10 22:30:00.000000+00
3b150350-6594-4189-b5fe-582e9dbe9444,बहूनां जन्मनामन्ते ज्ञानवान्मां प्रपद्यते। वासुदेवः सर्वमिति स महात्मा सुदुर्लभः।,"After many births and deaths, he who is actually in knowledge surrenders unto Me, knowing Me to be the cause of all causes and all that is. Such a great soul is very rare.",The rare soul who fully knows the Supreme,Bhagavad Gita 7.19,2025-04-10 22:30:00.000000+00
051ff558-87dc-4620-96fe-90eda89e3709,कामैस्तैस्तैर्हृतज्ञानाः प्रपद्यन्तेऽन्यदेवताः। तं तं नियममास्थाय प्रकृत्या नियताः स्वया।,"Those whose intelligence has been stolen by material desires surrender unto demigods and follow the particular rules and regulations of worship according to their own natures.",Material desires lead to worship of demigods,Bhagavad Gita 7.20,2025-04-10 22:30:00.000000+00
d62eadf2-ed53-4b73-b858-5a2552062aef,यो यो यां यां तनुं भक्तः श्रद्धयार्चितुमिच्छति। तस्य तस्याचलां श्रद्धां तामेव विदधाम्यहम्।,"I am in everyone's heart as the Supersoul. As soon as one desires to worship some demigod, I make his faith steady so that he can devote himself to that particular deity.",The Supreme grants faith according to desire,Bhagavad Gita 7.21,2025-04-10 22:30:00.000000+00
26c93712-544b-4cba-a52a-45d2ad533b94,स तया श्रद्धया युक्तस्तस्याराधनमीहते। लभते च ततः कामान्मयैव विहितान्हि तान्।,"Endowed with such a faith, he endeavors to worship a particular demigod and obtains his desires. But in actuality these benefits are bestowed by Me alone.",All benefits come from the Supreme alone,Bhagavad Gita 7.22,2025-04-10 22:30:00.000000+00
a1b2c3d4-e5f6-7890-abcd-ef1234567890,अहं ब्रह्मास्मि,"I am Brahman",Realization of oneness with the Absolute,Brihadaranyaka Upanishad 1.4.10,2025-04-10 22:30:00.000000+00
b2c3d4e5-f6a7-8901-bcde-f23456789012,सत्यमेव जयते,"Truth alone triumphs",The ultimate victory of truth,Mundaka Upanishad 3.1.6,2025-04-10 22:30:00.000000+00
c3d4e5f6-a7b8-9012-cdef-345678901234,असतो मा सद्गमय। तमसो मा ज्योतिर्गमय। मृत्योर्मा अमृतं गमय।,"Lead me from the unreal to the real, from darkness to light, from death to immortality",Prayer for enlightenment,Brihadaranyaka Upanishad 1.3.28,2025-04-10 22:30:00.000000+00
d4e5f6a7-b8c9-0123-defa-456789012345,सर्वं खल्विदं ब्रह्म,"All this is indeed Brahman",Everything is Brahman,Chandogya Upanishad 3.14.1,2025-04-10 22:30:00.000000+00
e5f6a7b8-c9d0-1234-efab-567890123456,तत् त्वं असि,"That thou art",You are that Absolute,Chandogya Upanishad 6.8.7,2025-04-10 22:30:00.000000+00
f6a7b8c9-d0e1-2345-fabc-678901234567,अयमात्मा ब्रह्म,"This Self is Brahman",The Self is the Absolute,Mandukya Upanishad 1.2,2025-04-10 22:30:00.000000+00
